job_id,title,company,Programming Languages,Required Software / Tools,Language Requirements,Experience Level,Work Arrangement,Job Type,source,last_seen,active,Location,url,Education,Salary,first_seen
5186046,Junior Systémový Inžinier,"KODYS SLOVENSKO, s r.o.",,"Android, Linux, serverový Windows","Language: Slovak, Level: C1, Language: English, Level: C1",,Hybrid,Full-time,Profesia,2026-01-06,False,Bratislava,https://www.profesia.sk/praca/kodys-slovensko/O5186046?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,Bachelor,1200 - 1600 EUR gross/month,2025-11-04
5186066,"Remote Part time Junior front-end developer, slovenčina + maďarčina",Gigaprint.sk s.r.o.,"PHP, Laravel, Vue 3","Git, Docker, HTML + CSS","Slovak: C1, Hungarian: C1",,Home-Office,Part-time,Profesia,2025-11-24,False,,https://www.profesia.sk/praca/gigaprint-sk/O5186066?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,High School with Diploma,10 EUR/hour,2025-11-04
5182833,Data Scientist v mediálnej agentúre (lvl medior),"Starmedia, s. r. o.","Python, SQL","Power BI, Excel","English: B1, Slovak: C1",2 years,Full-time,Full-time,Profesia,2025-11-24,False,Bratislava,https://www.profesia.sk/praca/starmedia/O5182833?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,High School with Diploma,2200 EUR gross/month,2025-11-04
5147593,Analytik inovácií a digitalizácie s chuťou meniť svet poisťovníctva,"KOOPERATIVA poisťovňa, a.s. Vienna Insurance Group",,,English: C1,3-5 years,Full-time,Full-time,Profesia,2026-01-16,False,Bratislava,https://www.profesia.sk/praca/kooperativa-poistovna-vienna-insurance-group/O5147593?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,Bachelor with Diploma,2300 EUR gross/month,2025-11-04
5186007,Senior administrátor sieťovej bezpečnosti Fortinet v BB,"Slovanet, a. s.",,,English: B1,3-5 years,Hybrid,Full-time,Profesia,2026-02-09,False,Banská Bystrica,https://www.profesia.sk/praca/slovanet/O5186007?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,High School with Diploma,2500 EUR gross/month,2025-11-04
5186004,Senior administrátor sieťovej bezpečnosti Fortinet v ZA,"Slovanet, a. s.",,,English: B1,3-5 years,Hybrid,Full-time,Profesia,2026-02-09,False,Žilina,https://www.profesia.sk/praca/slovanet/O5186004?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,High School with Diploma,2500 EUR gross/month,2025-11-04
5186003,Senior administrátor sieťovej bezpečnosti Fortinet v TN,"Slovanet, a. s.",,,English: B1,3-5 years,Hybrid,Full-time,Profesia,2026-02-09,False,Trenčín,https://www.profesia.sk/praca/slovanet/O5186003?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,"Bachelor, Master",2500 EUR gross/month,2025-11-04
5185996,Infrastructure Administrator,Fpt Slovakia s.r.o.,,"Windows Server, Ivanti EPM, VMware","English, German",,"Remote work, 100% remote or modern offices",Full-time,Profesia,2025-11-04,False,"Košice, Bratislava, Prague",https://www.profesia.sk/praca/fpt-slovakia/O5185996?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,,2100 EUR gross/month + variable component,2025-11-04
5185970,Operations Specialist (Hybrid option),Swiss Re,,"MS Office (Office 365) products like Excel, Word, PowerPoint, Teams, SharePoint",English: B2,,Hybrid,Full-time,Profesia,2025-11-04,False,Bratislava,https://www.profesia.sk/praca/swiss-re/O5185970?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,"Bachelor's degree, Master's degree, Doctorate",1900 - 3200 EUR gross/month,2025-11-04
5185951,Naštartujte svoju kariéru ako ASP.Net developer už dnes - príležitosť pre študentov/ky  IT v Košiciach,"DÔVERA zdravotná poisťovňa, a. s.","ASP.NET, C-Sharp, .NET6",MS SQL,English: B1,,Home-Office,Full-time,Profesia,2025-11-24,False,Košice,https://www.profesia.sk/praca/dovera-zdravotna-poistovna/O5185951?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,High School with Diploma,7 EUR/hour gross,2025-11-04
5139205,Senior Connectivity Network Engineer,Swiss Re,,"EfficientIP SOLIDserver, F5 Big-IP LTM architecture and configuration",English: B2,,Hybrid,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/swiss-re/O5139205?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,"Bachelor, Master, PhD",3800 - 6300 EUR gross/month,2025-11-04
5185871,Architekt IT bezpečnosti (IT Security Architect),"O2 Slovakia, s.r.o.",,,,4+ years,Home-Office,Full-time,Profesia,2025-11-24,False,Bratislava,https://www.profesia.sk/praca/o2-slovakia/O5185871?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,,3000 EUR gross/month,2025-11-04
5185842,Business analytik pre digitálne kanály (M/Ž),ČSOB Finančná skupina,,,English: B2,3-5 years,Hybrid,Full-time,Profesia,2025-11-24,False,Bratislava,https://www.profesia.sk/praca/csob-financna-skupina/O5185842?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,,2300 EUR gross/month,2025-11-04
5185835,Junior IT Tester,Greyson Consulting s.r.o.,,,"English: B2, Slovak: C2",,On-site with home office,Full-time,Profesia,2025-11-04,False,Bratislava,https://www.profesia.sk/praca/greyson-consulting/O5185835?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,Bachelor (I. stupňa),1400 EUR gross/month,2025-11-04
5185836,Inštalačný technik sieťovej infraštruktúry Junior,"SOITRON, s.r.o.",,,Anglický jazyk - Mierne pokročilý (B1),Minimálne ročnými skúsenosťami,"Plný úväzok, živnosť (cestovanie)",Full-time,Profesia,2025-11-24,False,"Slovensko, Česko, Poľsko",https://www.profesia.sk/praca/soitron/O5185836?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,Stredoškolské s maturitou nadstavbové/vyššie odborné vzdelanie vysokoškolské I. stupňa,1100 EUR gross/month + variabilná čiastka + benefity,2025-11-04
5185826,Analytik AI a smart technológii (m/ž),"Ministerstvo investícií, regionálneho rozvoja a informatizácie Slovenskej republiky",,,,2 years,Home-Office,Full-time,Profesia,2025-11-24,False,Bratislava,https://www.profesia.sk/praca/ministerstvo-investicii-regionalneho-rozvoja-a-informatizacie-slovenskej-republiky/O5185826?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,Bachelor,2200 EUR gross/month,2025-11-04
5027379,Abap programátor,Natuvion Slovakia s.r.o.,ABAP,,English: B2,3-5 years,Home-Office,Full-time,Profesia,2026-03-25,True,Košice,https://www.profesia.sk/praca/natuvion-slovakia/O5027379?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,High School with Diploma,2000 EUR gross/month,2025-11-04
5036507,Administrátor sieťovej bezpečnosti,Národné centrum zdravotníckych informácií,"Linux, WAF, Networking, Check Point Next Generation Firewall (NGFW), Microsoft Windows","ServiceDesk/Jira, Kubernetes",English: B2,3-5 years,Full-time,Full-time,Profesia,2026-03-25,True,Bratislava,https://www.profesia.sk/praca/narodne-centrum-zdravotnickych-informacii/O5036507?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,"Bachelor, Master",2300 EUR gross/month,2025-11-04
5146540,Administrátor sieťovej bezpečnosti,Národné centrum zdravotníckych informácií,"Linux, WAF, Networking, Check Point Next Generation Firewall (NGFW), Microsoft Windows",ServiceDesk/Jira,English: B2,3-5 years,Full-time,Full-time,Profesia,2025-11-04,False,Bratislava,https://www.profesia.sk/praca/narodne-centrum-zdravotnickych-informacii/O5146540?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,"Bachelor, Master",2300 EUR gross/month,2025-11-04
5123814,Bezpečnostný špecialista - DevSecOps,Národné centrum zdravotníckych informácií,,"GitLab CI/CD, Harbor, OpenSCAP, Armosec, ArgoCD, ArgoWorkflow, Ansible","Language: Slovak, Level: Expert (C2), Language: English, Level: Intermediate (B2)",2 years,Full-time,Full-time,Profesia,2026-03-25,True,Bratislava,https://www.profesia.sk/praca/narodne-centrum-zdravotnickych-informacii/O5123814?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,Bachelor with Diploma,2200 EUR gross/month,2025-11-04
5185772,Application Engineer,Swiss Re,"Java, Spring Boot, Hibernate, Docker, PostgreSQL, OAuth","Azure DevOps, Gitlab/Github",English: B2,,Hybrid,Full-time,Profesia,2025-11-04,False,Bratislava,https://www.profesia.sk/praca/swiss-re/O5185772?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,"Bachelor's degree, Master's degree, Doctorate",2700-4500 EUR gross/month,2025-11-04
5185680,"Servisný technik (automatizácia, riadiace systémy, IT, siete)",PROCESNÁ AUTOMATIZÁCIA a.s. Košice,,"SIEMENS, Rockwell Automation, B&R, ABB",,3-5 years,Full-time,Full-time,Profesia,2025-11-24,False,Košice,https://www.profesia.sk/praca/procesna-automatizacia-kosice/O5185680?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,High School with Diploma,1600 EUR gross/month,2025-11-04
5185691,"PHP Developer (Symfony, React)","GoodWill Recruitment, s.r.o.","PHP, JavaScript, HTML, CSS, Bootstrap","Symfony framework, API Platform, React",English: B2,,Hybrid,Full-time,Profesia,2025-11-24,False,Košice,https://www.profesia.sk/praca/goodwill-recruitment/O5185691?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,"High School with Diploma, Bachelor, Master, PhD",2000 - 2700 EUR gross/month,2025-11-04
5185688,Chceš získať projektové skúsenosti s digitálnou transformáciou formou stáže?  - Príď nám pomôcť do Slovenských elektrární,"Slovenské elektrárne, a.s.",,"Excel, Power Point",,0-1 years,"Internship, Stáž",Full-time,Profesia,2025-11-24,False,Bratislava,https://www.profesia.sk/praca/slovenske-elektrarne/O5185688?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,"Bachelor, Master",8 EUR/hour (gross),2025-11-04
5185684,IT špecialista pre priemysel,PŘEDVÝBĚR.CZ a.s.,,,English: B2,,Home-Office,Full-time,Profesia,2026-03-25,True,Brezno,https://www.profesia.sk/praca/predvyber-cz/O5185684?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,High School with Diploma,1500 EUR gross/month,2025-11-04
5185683,Junior DevOps Engineer - Banská Bystrica,PANTHEON.team,"Bash, Python, UNIX/Linux",DevOps,English: B2,,Job with occasional home office,Full-time,Profesia,2026-03-25,True,Banská Bystrica,https://www.profesia.sk/praca/pantheon-team/O5185683?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,"Secondary with school-leaving examination, Follow-up/Higher Professional Education, University education (Bachelor's degree), University education (Master's degree)",1500 EUR gross/month,2025-11-04
5138644,Solution Lead - Data,"Caterpillar Slovakia, s. r. o.",,,English: B2,,Hybrid,Full-time,Profesia,2026-02-24,False,Košice,https://www.profesia.sk/praca/caterpillar-slovakia/O5138644?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,Bachelor's degree,4500 EUR gross/month,2025-11-04
5168696,Data Engineer,"Caterpillar Slovakia, s. r. o.",Python,"SQL/NoSQL databases, CI/CD tools (Jenkins, GoCD, Azure DevOps), AWS cloud platform",English: B2,3-5 years,,Full-time,Profesia,2026-01-26,False,Košice,https://www.profesia.sk/praca/caterpillar-slovakia/O5168696?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,Bachelor's degree,3000 EUR gross/month,2025-11-04
5168445,Lead Software Engineer - Java,"Caterpillar Slovakia, s. r. o.",Java,"AWS, Azure, Jenkins, GitHub actions, Sonar Qube, Fortify, Dyna Trace, App Dynamics",English: C1,,Hybrid,Full-time,Profesia,2026-02-09,False,Košice,https://www.profesia.sk/praca/caterpillar-slovakia/O5168445?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,University education (Bachelor's degree),4600 EUR gross/month,2025-11-04
5185663,Lead Full Stack Developer in Bratislava,Deutsche Telekom Services Europe Slovakia s.r.o.,"JavaScript, Python","Next.js, React, Docker, Kubernetes",English: C1,10+ years,Hybrid,Full-time,Profesia,2025-11-24,False,Bratislava,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5185663?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,Master's degree,3500 EUR gross/month,2025-11-04
5185661,Looking for Full-Stack Superhero !,Deutsche Telekom Services Europe Slovakia s.r.o.,"JavaScript (React, Next.js), Python","CI/CD, Docker, Kubernetes",English: C1,,Hybrid,Full-time,Profesia,2025-11-24,False,Bratislava,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5185661?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Master's degree,3500 EUR gross/month,2025-11-04
5185662,Lead Full Stack Developer in Košice,Deutsche Telekom Services Europe Slovakia s.r.o.,"JavaScript, Python","Next.js, React, Docker, Kubernetes",English: C1,10+ years,Hybrid,Full-time,Profesia,2025-11-24,False,Košice,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5185662?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Master's degree,3500 EUR gross/month,2025-11-04
5177663,Subject Matter Expert - Vulnerability and Patch Management (CTI Integration and SecOps Support),"UNIQA 4WARD, organizačná zložka",,,English: B2,5+ years,Hybrid (On-site with home office),Full-time,Profesia,2026-03-25,True,Bratislava,https://www.profesia.sk/praca/uniqa-4ward-organizacna-zlozka/O5177663?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,,3200 EUR gross/month,2025-11-04
5185656,Expert kybernetickej a informačnej bezpečnosti,"Všeobecná zdravotná poisťovňa, a. s.",,,,3 years,On-site with home office,Full-time,Profesia,2025-11-04,False,Košice,https://www.profesia.sk/praca/vseobecna-zdravotna-poistovna/O5185656?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,"Vysokoškolské II. stupňa, Vysokoškolské III. stupňa",2500 EUR brutto/month,2025-11-04
5185650,Koordinátor kybernetickej a informačnej bezpečnosti,"Všeobecná zdravotná poisťovňa, a. s.",,,,2 years,On-site with home office,Full-time,Profesia,2025-11-04,False,Košice,https://www.profesia.sk/praca/vseobecna-zdravotna-poistovna/O5185650?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,"Bachelor, Master, PhD",2500 EUR brutto/month,2025-11-04
5167233,Account Manager/Customer Success Manager – US Hours,"NATEK SLOVAKIA, s.r.o.",,,English: C1,5+ years,Hybrid,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/natek-slovakia/O5167233?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Master's degree,2000 EUR gross/month,2025-11-04
5142207,Global IS/IT Infrastructure Engineer (Identity),OPmobility,,,English: C1,3-5 years,Hybrid,Full-time,Profesia,2025-11-24,False,Lozorno,https://www.profesia.sk/praca/opmobility/O5142207?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Master's degree,3000 EUR gross/month,2025-11-04
5185609,Senior Full Stack Developer,UNIQA,"Java, TypeScript","Spring Boot, Docker, Maven, React, Redux, Material UI (MUI), Jenkins, GitLab CI, SonarQube, ELK Stack (Elasticsearch, Logstash, Kibana), Prometheus, Grafana, Zabbix, PostgreSQL",,,Hybrid,Full-time,Profesia,2025-11-24,False,Bratislava / Brno,https://www.profesia.sk/praca/uniqa/O5185609?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,High School with Diploma,2400 EUR gross/month,2025-11-04
5184624,Monitoring Operator,Diebold Nixdorf,,,"English: B2, Slovak",0-2 years,"Home-Office, flexible working hours",Full-time,Profesia,2025-11-04,False,Košice,https://www.profesia.sk/praca/diebold-nixdorf/O5184624?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,,1050 EUR gross/month,2025-11-04
5165618,IT Project Manager,CGI Slovakia s. r. o.,,,English: B2,3-5 years,Home-Office,Full-time,Profesia,2025-11-04,False,Bratislava,https://www.profesia.sk/praca/cgi-slovakia/O5165618?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Bachelor,2500 EUR gross/month,2025-11-04
5145610,SAP Solution Architect,CGI Slovakia s. r. o.,,"SAP S/4HANA, SAP BTP",English: B2,5+ years,Hybrid,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/cgi-slovakia/O5145610?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Bachelor with Diploma,4500 EUR gross/month,2025-11-04
5168197,Java Developer experienced with Quarkus framework,CGI Slovakia s. r. o.,"Java, Quarkus","Spring Boot, Maven, GitLab CI/CD, ArgoCD, Nexus, Junit, Mockito, Sonatype Lifecycle, Fortify, WebInspect, SonarQube, Dynatrace, Splunk",English: C1,5+ years,Hybrid,Full-time,Profesia,2025-11-24,False,Bratislava,https://www.profesia.sk/praca/cgi-slovakia/O5168197?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Bachelor's degree or higher,2100 EUR gross/month,2025-11-04
5109295,Analytik IT,"KOOPERATIVA poisťovňa, a.s. Vienna Insurance Group",,,English: B1,3-5 years,Hybrid,Full-time,Profesia,2026-01-16,False,Bratislava,https://www.profesia.sk/praca/kooperativa-poistovna-vienna-insurance-group/O5109295?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,"Bachelor, Master, PhD",2000 EUR gross/month,2025-11-04
5185552,Field Service Engineer for Advanced Medical Devices,"SYNEKTIK Czech Republic, s.r.o.",,,"English: B2, Czech/Slovak: B2",3-5 years,Full-time with more than 50% travel,Full-time,Profesia,2025-11-24,False,Banská Bystrica,https://www.profesia.sk/praca/synektik-czech-republic/O5185552?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,University degree in engineering (Master's degree),2500 EUR gross/month,2025-11-04
4959808,IT analytik ( integračné projekty),"Aliter Technologies, a.s.",,,English: B2,2 years,Home-Office,Full-time,Profesia,2026-03-25,True,Bratislava,https://www.profesia.sk/praca/aliter-technologies/O4959808?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Bachelor,2300 EUR gross/month,2025-11-04
5185540,BE Developer,"Aliter Technologies, a.s.","Java, React, Spring","Kubernetes, Docker, Apache Kafka, SQL, noSQL databases, Maven, Gradle, GitLab, Nexus, Grafana, Prometheus",English: B2,5+ years,Home-Office,Full-time,Profesia,2026-02-07,False,Bratislava,https://www.profesia.sk/praca/aliter-technologies/O5185540?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,"Bachelor, Master",2500 EUR gross/month,2025-11-04
5157790,Senior Pega Developer / Pega Lead Engineer,"Accenture, s.r.o.","Pega, Kafka, REST API, SOAP, XML (XSD, XSLT, XQuery, XPath), UML","Pega, Kafka, REST API, SOAP","English: B2-C1, German: advantage",5+ years,Flexible working arrangements (time & place of work),Full-time,Profesia,2026-03-25,True,Remote,https://www.profesia.sk/praca/accenture/O5157790?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,"Bachelor's or Master's degree in IT, business, or a related field",3000 - 4000 EUR gross/month,2025-11-04
5167716,Plant Controller,"Freudenberg Filtration Technologies Slovensko, s. r. o.",,"Microsoft Office 365, SAP",English: B2,3-5 years,Home-Office,Full-time,Profesia,2026-03-25,True,Potvorice,https://www.profesia.sk/praca/freudenberg-filtration-technologies-slovensko/O5167716?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,High School with Diploma,2100 EUR gross/month,2025-11-04
5182197,Student Part-Time: Infrastructure Data Analyst,"HENKEL SLOVENSKO, spol. s r.o.",,"MS Excel, Power BI, Tableau",English: B2,,Part-time with occasional home office,Part-time,Profesia,2025-11-04,False,Bratislava,https://www.profesia.sk/praca/henkel-slovensko/O5182197?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,"University student, preferably in the 2nd to 5th year of study",6 EUR/hour,2025-11-04
5178436,Analyst Application Support,"HENKEL SLOVENSKO, spol. s r.o.","Python, Excel","Power BI, Sharepoint, Azure devops, SAP",English: B2,,Hybrid,Full-time,Profesia,2025-11-24,False,Bratislava,https://www.profesia.sk/praca/henkel-slovensko/O5178436?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,,1600 EUR gross/month,2025-11-04
5178265,Student .NET Developer,"Kistler Bratislava, s.r.o.","C#, Java, Python",FlaUI framework,English: B2,,Hybrid,Part-time,Profesia,2025-11-04,False,Bratislava,https://www.profesia.sk/praca/kistler-bratislava/O5178265?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,,7500 EUR gross/month,2025-11-04
