job_id,title,company,Programming Languages,Required Software / Tools,Language Requirements,Experience Level,Work Arrangement,Job Type,source,Location,active,Salary,first_seen,url,Education,last_seen
5186088,IT-Service Desk Employee,teamative a. s.,,"Microsoft Office365, Intune, Apple Business Manager","English: C1, German: B2, Slovak: C1",1-3 years,On-site,Full-time,Profesia,Košice,False,2200 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/teamative/O5186088?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,High School with Diploma,2025-12-17
5186084,Senior QA Engineer,Moxymind s. r. o.,"Python, Java, JavaScript","Karate, Postman, Wiremock, JUnit, Cucumber, SQL, Jenkins, Git, HCL Commerce, AWS",,5+ years,On-site with home office,Full-time,Profesia,Košice,False,3000 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/moxymind/O5186084?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,Bachelor,2026-02-07
5186046,Junior Systémový Inžinier,"KODYS SLOVENSKO, s r.o.",,"MDM / EMM systems, Android, Linux, Windows Server, XML/HTML","Slovak: C1, English: C1",0-1 years,On-site with home office,Full-time,Profesia,Bratislava,False,1200 - 1600 EUR/mesiac,2025-11-04,https://www.profesia.sk/praca/kodys-slovensko/O5186046?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,Bachelor,2026-01-06
5186066,"Remote Part time Junior front-end developer, slovenčina + maďarčina",Gigaprint.sk s.r.o.,"PHP, Vue 3, HTML, CSS","Git, Laravel, Docker","Slovak: C1, Hungarian: C1",0-1 years,Home-Office,Half-time,Profesia,,False,10 EUR/hod.,2025-11-04,https://www.profesia.sk/praca/gigaprint-sk/O5186066?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,"High School with Diploma, Bachelor, Master",2025-11-24
5182833,Data Scientist v mediálnej agentúre (lvl medior),"Starmedia, s. r. o.","Python, SQL, Power Query, DAX","Excel, MSSQL, POWER BI, PBI Service","English: B1, Slovak: C1",1-3 years,On-site,Full-time,Profesia,Bratislava,False,2200 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/starmedia/O5182833?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,"High School with Diploma, Bachelor, Master",2025-11-24
5147593,Analytik inovácií a digitalizácie s chuťou meniť svet poisťovníctva,"KOOPERATIVA poisťovňa, a.s. Vienna Insurance Group",,"Microsoft Word, Microsoft Excel, Microsoft PowerPoint, GPT/LLM",English: C1,3-5 years,On-site,Full-time,Profesia,Bratislava,False,2300 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/kooperativa-poistovna-vienna-insurance-group/O5147593?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,Master,2026-01-16
5186007,Senior administrátor sieťovej bezpečnosti Fortinet v BB,"Slovanet, a. s.","shell, Perl, PHP, awk","Fortinet, Cisco, NSE4",English: B1,3-5 years,Hybrid,Full-time,Profesia,Banská Bystrica,False,2500 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/slovanet/O5186007?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,High School with Diploma,2026-02-09
5186004,Senior administrátor sieťovej bezpečnosti Fortinet v ZA,"Slovanet, a. s.",,"Fortinet, Cisco",English: B1,3-5 years,Hybrid,Full-time,Profesia,Žilina,False,2500 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/slovanet/O5186004?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,High School with Diploma,2026-02-09
5186003,Senior administrátor sieťovej bezpečnosti Fortinet v TN,"Slovanet, a. s.","shell, Perl, PHP, awk","Fortinet, Cisco, MS Windows, Linux",English: B1,3-5 years,Hybrid,Full-time,Profesia,Trenčín,False,2500 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/slovanet/O5186003?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,High School with Diploma,2026-02-09
5185996,Infrastructure Administrator,Fpt Slovakia s.r.o.,"Batch, PowerShell","Windows Server, Ivanti EPM, VMware vSphere, Excel",English: C1,3-5 years,Home-Office,Full-time,Profesia,,False,2100 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/fpt-slovakia/O5185996?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,,2025-11-04
5185970,Operations Specialist (Hybrid option),Swiss Re,,"MS Office (Office 365), Excel, Word, PowerPoint, Teams, SharePoint, Power BI, PowerApps",English: B2,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,1900 - 3200 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/swiss-re/O5185970?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,"Bachelor, Master, PhD",2025-11-04
5185951,Naštartujte svoju kariéru ako ASP.Net developer už dnes - príležitosť pre študentov/ky  IT v Košiciach,"DÔVERA zdravotná poisťovňa, a. s.",".Net Core 3.1, MSSQL, ASP.NET, C-Sharp, Kotlin, Swift, ReactJS, TypeScript, Cache, ASP.NET MVC, ASP.NET Web Forms, .NET6, VB.NET",MS SQL,English: B1,0-1 years,On-site,Short-term,Profesia,Košice,False,7 EUR/hod.,2025-11-04,https://www.profesia.sk/praca/dovera-zdravotna-poistovna/O5185951?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,Bachelor,2025-11-24
5139205,Senior Connectivity Network Engineer,Swiss Re,"Python, Shell","EfficientIP DDI, F5 Big-IP LTM, BIND, Unbound",English: B2,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,3800 - 6300 EUR/month,2025-11-04,https://www.profesia.sk/praca/swiss-re/O5139205?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,"Bachelor, Master, PhD",2026-03-05
5185871,Architekt IT bezpečnosti (IT Security Architect),"O2 Slovakia, s.r.o.",,"Active Directory, Azure AD, PAM, SSO, MFA, EDR, DLP, patch management, OS hardening, Microsoft 365, Azure, SIEM, TLS, LDAP(S), Kerberos, SAML, OAuth2, OpenID Connect, Defender for Endpoint, CrowdStrike, BitLocker, AWS, GCP, SOAR",English: Technical,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,3000 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/o2-slovakia/O5185871?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,,2025-11-24
5185842,Business analytik pre digitálne kanály (M/Ž),ČSOB Finančná skupina,,"CASE tools, Jira, Confluence, Enterprise Studio",English: B2,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2300 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/csob-financna-skupina/O5185842?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,,2025-11-24
5185835,Junior IT Tester,Greyson Consulting s.r.o.,,,"English: B2, Slovak: C2",0-1 years,Hybrid,Full-time,Profesia,Bratislava,False,1400 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/greyson-consulting/O5185835?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,Bachelor,2025-11-04
5185836,Inštalačný technik sieťovej infraštruktúry Junior,"SOITRON, s.r.o.",,,English: B1,1-3 years,On-site,Full-time,Profesia,"Slovensko, Česko, Poľsko",False,1100 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/soitron/O5185836?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,High School with Diploma,2025-11-24
5185826,Analytik AI a smart technológii (m/ž),"Ministerstvo investícií, regionálneho rozvoja a informatizácie Slovenskej republiky",,,English: B2,2-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2200 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/ministerstvo-investicii-regionalneho-rozvoja-a-informatizacie-slovenskej-republiky/O5185826?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,Master,2025-11-24
5027379,Abap programátor,Natuvion Slovakia s.r.o.,ABAP,SAP,"English: B2, German: B2",3-5 years,Hybrid,Full-time,Profesia,Košice,True,2000 - 5000 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/natuvion-slovakia/O5027379?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,"High School with Diploma, Bachelor, Master, PhD",2026-03-25
5036507,Administrátor sieťovej bezpečnosti,Národné centrum zdravotníckych informácií,,"Linux, WAF, Networking, Check Point Next Generation Firewall (NGFW), Microsoft Windows, Jira, ServiceDesk",English: B2,3-5 years,On-site,Full-time,Profesia,Bratislava,True,2300 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/narodne-centrum-zdravotnickych-informacii/O5036507?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,"High School with Diploma, Bachelor, Master",2026-03-25
5146540,Administrátor sieťovej bezpečnosti,Národné centrum zdravotníckych informácií,,"Jira, Check Point Next Generation Firewall (NGFW), WAF, Linux, Microsoft Windows",English: B2,3-5 years,On-site,Full-time,Profesia,Bratislava,False,2300 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/narodne-centrum-zdravotnickych-informacii/O5146540?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,"High School with Diploma, Bachelor, Master",2025-11-04
5123814,Bezpečnostný špecialista - DevSecOps,Národné centrum zdravotníckych informácií,"Bash, Python, YAML","GitLab CI/CD, Harbor, OpenSCAP, Armosec, ArgoCD, ArgoWorkflow, Ansible, IriusRisk, SAST, DAST, SCA, OpenShift, Kubernetes, Docker, Prometheus, Fluentbit, QRadar, rsyslog, Dynatrace, Veeam, Kasten K10","Slovak: C2, English: B2",1-3 years,On-site,Full-time,Profesia,Bratislava,True,2200 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/narodne-centrum-zdravotnickych-informacii/O5123814?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,"High School with Diploma, Bachelor, Master",2026-03-25
5185772,Application Engineer,Swiss Re,"Java, Spring Boot, Hibernate, Docker, PostgreSQL, OAuth","Azure DevOps, Gitlab, Github",English: B2,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2700 - 4500 EUR/month,2025-11-04,https://www.profesia.sk/praca/swiss-re/O5185772?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,"Bachelor, Master, PhD",2025-11-04
5185680,"Servisný technik (automatizácia, riadiace systémy, IT, siete)",PROCESNÁ AUTOMATIZÁCIA a.s. Košice,,"SIEMENS, Rockwell Automation, B&R, ABB, MS Windows",,3-5 years,On-site,Full-time,Profesia,Košice,False,1600 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/procesna-automatizacia-kosice/O5185680?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,High School with Diploma,2025-11-24
5185691,"PHP Developer (Symfony, React)","GoodWill Recruitment, s.r.o.","PHP, JavaScript, HTML, CSS, SQL, Git, Linux","Symfony, React, API Platform",English: B2,3-5 years,Hybrid,Full-time,Profesia,Košice,False,2000 - 2700 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/goodwill-recruitment/O5185691?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,High School with Diploma,2025-11-24
5185688,Chceš získať projektové skúsenosti s digitálnou transformáciou formou stáže?  - Príď nám pomôcť do Slovenských elektrární,"Slovenské elektrárne, a.s.",,"Excel, Power Point, PowerBI",,0-1 years,,Short-term,Profesia,Bratislava,False,8 EUR/hod. (brutto),2025-11-04,https://www.profesia.sk/praca/slovenske-elektrarne/O5185688?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,,2025-11-24
5185684,IT špecialista pre priemysel,PŘEDVÝBĚR.CZ a.s.,,,English: B2,,On-site with home office,Full-time,Profesia,Brezno,True,1500 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/predvyber-cz/O5185684?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,High School with Diploma,2026-03-25
5185683,Junior DevOps Engineer - Banská Bystrica,PANTHEON.team,"Bash, Python",UNIX/Linux,English: B2,0-1 years,On-site with home office,Full-time,Profesia,Banská Bystrica,True,1500 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/pantheon-team/O5185683?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,High School with Diploma,2026-03-25
5138644,Solution Lead - Data,"Caterpillar Slovakia, s. r. o.",,"AWS, Snowflake",English: B2,5+ years,On-site with home office,Full-time,Profesia,Košice,False,4500 EUR/month,2025-11-04,https://www.profesia.sk/praca/caterpillar-slovakia/O5138644?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,Master,2026-02-24
5168696,Data Engineer,"Caterpillar Slovakia, s. r. o.","Python, SQL, NoSQL","MongoDB, DynamoDB, Oracle, PostgreSQL, Jenkins, GoCD, Azure DevOps, Terraform, CloudFormation",English: B2,3-5 years,On-site,Full-time,Profesia,Košice,False,3000 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/caterpillar-slovakia/O5168696?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,"Bachelor, Master, PhD",2026-01-26
5168445,Lead Software Engineer - Java,"Caterpillar Slovakia, s. r. o.",Java,"AWS, Azure, Oracle, Dyna Trace, App Dynamics, Sonar Qube, Fortify, Jenkins, Azure DevOps, GitHub actions",English: C1,5+ years,On-site with home office,Full-time,Profesia,Košice,False,4600 EUR/month,2025-11-04,https://www.profesia.sk/praca/caterpillar-slovakia/O5168445?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,"Bachelor, Master, PhD",2026-02-09
5185663,Lead Full Stack Developer in Bratislava,Deutsche Telekom Services Europe Slovakia s.r.o.,"Next.js, React, Python, JavaScript","CI/CD, Docker, Kubernetes",English: C1,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,3500 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5185663?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,Master,2025-11-24
5185661,Looking for Full-Stack Superhero !,Deutsche Telekom Services Europe Slovakia s.r.o.,"JavaScript, React, Next.js, Python","Docker, Kubernetes, CI/CD",English: C1,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,3500 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5185661?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Master,2025-11-24
5185662,Lead Full Stack Developer in Košice,Deutsche Telekom Services Europe Slovakia s.r.o.,"Next.js, React, Python, JavaScript","REST APIs, CI/CD, Docker, Kubernetes",English: C1,5+ years,Hybrid,Full-time,Profesia,Košice,False,3500 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5185662?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Master,2025-11-24
5177663,Subject Matter Expert - Vulnerability and Patch Management (CTI Integration and SecOps Support),"UNIQA 4WARD, organizačná zložka",,"SIEM, SOAR, V&P platforms, CTI platforms",English: Fluency,5+ years,Hybrid,Full-time,Profesia,Bratislava,True,3200 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/uniqa-4ward-organizacna-zlozka/O5177663?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Bachelor,2026-03-25
5185656,Expert kybernetickej a informačnej bezpečnosti,"Všeobecná zdravotná poisťovňa, a. s.",,"SIEM, EDR, DLP, IDS/IPS, WAF, Microsoft Outlook, Microsoft Excel, Microsoft Word",,3-5 years,On-site,Full-time,Profesia,Košice,False,2500 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/vseobecna-zdravotna-poistovna/O5185656?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Master,2025-11-04
5185650,Koordinátor kybernetickej a informačnej bezpečnosti,"Všeobecná zdravotná poisťovňa, a. s.",,"Microsoft Outlook, Microsoft Excel, Microsoft Word, SIEM, EDR, IDS/IPS, DLP, IAM",,1-3 years,On-site,Full-time,Profesia,Košice,False,2500 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/vseobecna-zdravotna-poistovna/O5185650?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Bachelor,2025-11-04
5167233,Account Manager/Customer Success Manager – US Hours,"NATEK SLOVAKIA, s.r.o.",,,English: C1,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,2000 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/natek-slovakia/O5167233?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,"Bachelor, Master, PhD",2025-12-17
5142207,Global IS/IT Infrastructure Engineer (Identity),OPmobility,,"Active Directory, Entra ID, Azure Active Directory",English: C1,3-5 years,Hybrid,Full-time,Profesia,Lozorno,False,3000 EUR/month,2025-11-04,https://www.profesia.sk/praca/opmobility/O5142207?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,"Bachelor, Master, PhD",2025-11-24
5185609,Senior Full Stack Developer,UNIQA,"Java, TypeScript, React","Spring Boot, Spring Cloud, Docker, Maven, Redux, Material UI, Jenkins, GitLab CI, SonarQube, ELK Stack, Prometheus, Grafana, Zabbix, PostgreSQL",English: A2,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,2400 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/uniqa/O5185609?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,High School with Diploma,2025-11-24
5184624,Monitoring Operator,Diebold Nixdorf,,,English: B2,0-1 years,On-site with home office,Full-time,Profesia,Košice,False,1050 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/diebold-nixdorf/O5184624?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,,2025-11-04
5165618,IT Project Manager,CGI Slovakia s. r. o.,,"MS Office, MS Project",English: B2,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2500 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/cgi-slovakia/O5165618?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,High School with Diploma,2025-11-04
5145610,SAP Solution Architect,CGI Slovakia s. r. o.,,"SAP S/4HANA, SAP BTP",English: B2,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,4500 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/cgi-slovakia/O5145610?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Master,2026-03-05
5168197,Java Developer experienced with Quarkus framework,CGI Slovakia s. r. o.,Java,"Quarkus, Spring Boot, REST API, Apache Kafka, Hibernate, JPA, Maven, GitLab CI/CD, ArgoCD, Nexus, Junit, Mockito, Sonatype Lifecycle, Fortify, WebInspect, SonarQube, Dynatrace, Splunk, AWS, Kubernetes, Docker, Jira, Confluence, IntelliJ IDEA Ultimate, Git",English: C1,5+ years,On-site,Full-time,Profesia,Bratislava,False,2100 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/cgi-slovakia/O5168197?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Bachelor,2025-11-24
5109295,Analytik IT,"KOOPERATIVA poisťovňa, a.s. Vienna Insurance Group",,"Microsoft Excel, Microsoft Word, Microsoft SQL Server",English: B1,1-3 years,Hybrid,Full-time,Profesia,Bratislava,False,2000 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/kooperativa-poistovna-vienna-insurance-group/O5109295?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,High School with Diploma,2026-01-16
5185552,Field Service Engineer for Advanced Medical Devices,"SYNEKTIK Czech Republic, s.r.o.",,,"English: B2, Czech/Slovak: B2",1-3 years,On-site,Full-time,Profesia,Banská Bystrica,False,2500-3500 EUR/month,2025-11-04,https://www.profesia.sk/praca/synektik-czech-republic/O5185552?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Master,2025-11-24
4959808,IT analytik ( integračné projekty),"Aliter Technologies, a.s.",,Enterprise Architect,English: B2,1-3 years,Hybrid,Full-time,Profesia,Bratislava,True,2300 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/aliter-technologies/O4959808?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Bachelor,2026-03-25
5185540,BE Developer,"Aliter Technologies, a.s.","ReactJS, Spring, SQL, Java","Kubernetes, Docker, Apache Kafka, SQL, noSQL, Azure, Maven, Gradle, GitLab, Nexus, Grafana, Prometheus",English: B2,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,2500 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/aliter-technologies/O5185540?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,"High School with Diploma, Bachelor, Master",2026-02-07
5157790,Senior Pega Developer / Pega Lead Engineer,"Accenture, s.r.o.","Pega, Kafka, REST API, SOAP, XML, XSD, XSLT, XQuery, XPath","Pega, Constellation","English: B2, German: B2",5+ years,Home-Office,Full-time,Profesia,Remote,True,3000 - 4000 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/accenture/O5157790?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,Bachelor,2026-03-25
5167716,Plant Controller,"Freudenberg Filtration Technologies Slovensko, s. r. o.",,"SAP, Microsoft Office 365",English: B2,5+ years,Hybrid,Full-time,Profesia,Potvorice,True,2100 EUR gross/month,2025-11-04,https://www.profesia.sk/praca/freudenberg-filtration-technologies-slovensko/O5167716?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,"High School with Diploma, Bachelor, Master",2026-03-25
5182197,Student Part-Time: Infrastructure Data Analyst,"HENKEL SLOVENSKO, spol. s r.o.",,MS Excel,English: Fluent,0-1 years,On-site with home office,Part-time,Profesia,Bratislava,False,6 EUR/hour gross,2025-11-04,https://www.profesia.sk/praca/henkel-slovensko/O5182197?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,,2025-11-04
