Tool / Technology,Profesia,Profession,CVOnline,Total
PowerVM,1,0,0,1
Powercloud,1,0,0,1
Powerdns,1,0,0,1
ArgoCD/Flux,1,0,0,1
ArgoWorkflow,1,0,0,1
Powershell scripting,1,0,0,1
Ariba,0,1,0,1
Premiere Pro,1,0,0,1
Prestashop,1,0,0,1
Aris,1,0,0,1
PriceShape,1,0,0,1
Arista,1,0,0,1
PrintServer,1,0,0,1
Prisma,1,0,0,1
Prisma ORM,0,1,0,1
Privileged Identity Management,1,0,0,1
Pro Panel,0,0,1,1
Procurement SaaS solutions,0,0,1,1
Product Costing,1,0,0,1
Arksys rendszer,0,0,1,1
Arm CoreSight or SPE,0,1,0,1
Armosec,1,0,0,1
Progress OpenEdge,1,0,0,1
Progress OpenEdge - Pokročilý,1,0,0,1
Artemis ActiveMQ,1,0,0,1
Articulate,0,1,0,1
Artifactory/Nexus,1,0,0,1
Prometheus + Grafana + Alertmanger,1,0,0,1
Prometheus / Icinga / Grafana,1,0,0,1
Prometheus),1,0,0,1
Prometheus/Grafana,1,0,0,1
Prompt Builder,1,0,0,1
Proofpoint,1,0,0,1
Propeller),0,1,0,1
Aruba,1,0,0,1
Prophet,1,0,0,1
ProtoPie,0,1,0,1
Protocol Buffers,0,1,0,1
Aruba network devices,1,0,0,1
Aruba),1,0,0,1
Proxy,1,0,0,1
Proxy (Squid,1,0,0,1
Proxy and reverse proxy services,1,0,0,1
Proxy as Squid,1,0,0,1
Asseco Spin,1,0,0,1
Assertible),1,0,0,1
Pub/Sub API,0,1,0,1
Public clouds such as AWS or Azure,1,0,0,1
Assistant,1,0,0,1
Astro,0,1,0,1
Puppeteer,1,0,0,1
Push notifications (OneSignal),0,0,1,1
Asynchronous / concurrent programming,1,0,0,1
PyCharm,1,0,0,1
PyCharm),1,0,0,1
PySide,0,1,0,1
Atlan,1,0,0,1
Atlassian (Jira,1,0,0,1
Atlassian Confluence,1,0,0,1
Pydantic,1,0,0,1
Pytest-BDD,1,0,0,1
Atlassian Confluence & JIRA,1,0,0,1
Python - Úplný začiatočník,1,0,0,1
Python Debugger,1,0,0,1
Python IDE,1,0,0,1
Python/Bash,1,0,0,1
Pythone,1,0,0,1
Pyton,0,1,0,1
Atlassian Confluence & Jira,1,0,0,1
Q-Sys,1,0,0,1
QAD,1,0,0,1
QAP,1,0,0,1
QASIDA,1,0,0,1
QF-Test,1,0,0,1
QGIS,1,0,0,1
QI informačný systém,1,0,0,1
QMC,0,0,1,1
Atlassian Suite),0,1,0,1
QNAP,0,0,1,1
QT,1,0,0,1
QT Framework (QML,0,1,0,1
Atlassian products (Jira / Confluence),1,0,0,1
Qlik (Sense,0,0,1,1
Atlassian suite (JIRA,1,0,0,1
QlikSense,1,0,0,1
QlikView,1,0,0,1
Qliksense,1,0,0,1
QoS,1,0,0,1
Qradar,1,0,0,1
Atlassian termékcsalád (JIRA,0,1,0,1
QualityDocs,0,1,0,1
Qualtrics,0,1,0,1
Atlassian termékcsalád (Jira,0,0,1,1
Atlassian toolchain,0,1,0,1
Quarkus framework,1,0,0,1
Quaser ),1,0,0,1
Quay,1,0,0,1
Query builder,1,0,0,1
QueryDsl,1,0,0,1
QuestDB or similar high-performance time-series databases,1,0,0,1
Queue alapú aszinkron feldolgozás,0,1,0,1
Quik,0,1,0,1
Atmel,1,0,0,1
R ANALYTICS SECURITY PROJECT MANAGEMENT,0,1,0,1
Attlassian & GIT toolsuite,1,0,0,1
R DATABASE. XML,0,1,0,1
R NETWORK,0,1,0,1
R SECURITY AZURE DATABASE SQL NOSQL API CLOUD PROJECT MANAGEMENT,0,1,0,1
AuditBoard or similar GRC platforms,1,0,0,1
RAFM,1,0,0,1
RAG,1,0,0,1
RAG pipelines,0,1,0,1
RAG systems and vector databases,1,0,0,1
RAGs,1,0,0,1
Aurora,0,1,0,1
RAP,0,1,0,1
RAPID programnyelv,0,1,0,1
Auth0,0,1,0,1
RDBMS / SQL,1,0,0,1
Auto-layout,1,0,0,1
AutoGen,1,0,0,1
RDF and/or Property Graph Databases,1,0,0,1
AutoPilot,1,0,0,1
RDS (MySQL),1,0,0,1
RDS),1,0,0,1
Automated testing,0,1,0,1
REACT ANDROID TESTING JAVA KOTLIN API CLOUD DEVOPS AWS CD SECURITY ACCESS REST CI AGILE,0,1,0,1
REACT ANGULAR VUE JAVA DATABASES SQL NOSQL ANALYTICS SPRING AGILE,0,1,0,1
REACT TESTING,0,1,0,1
Automated testing frameworks,0,1,0,1
Automated testing tools,0,1,0,1
Automation Studio,0,1,0,1
REST API / GraphQL,1,0,0,1
REST API design and integration,1,0,0,1
REST API development (OpenAPI/Swagger,0,1,0,1
REST API/OpenAPI,1,0,0,1
Automation anywhere,1,0,0,1
REST APIs with OpenAPI,1,0,0,1
Automatization - Ansible,1,0,0,1
Automic - UC4,1,0,0,1
REST OpenAPI,1,0,0,1
REST PROJECT MANAGEMENT. AGILE,0,1,0,1
REST Webservices,0,1,0,1
Automic CDA,1,0,0,1
REST services,1,0,0,1
REST-API Development,1,0,0,1
REST/GraphQL,1,0,0,1
REST/GraphQL APIs,1,0,0,1
Autotools,1,0,0,1
REST/SOAP API,1,0,0,1
REST/SOAP APIs,1,0,0,1
REST/SOAP integrations,0,1,0,1
AvaTax,1,0,0,1
Avalonia framework,1,0,0,1
AvaloniaUI,1,0,0,1
RESTful/SOAP APIs and integration patterns,1,0,0,1
RFC,0,1,0,1
RHBK,1,0,0,1
RHEL,0,0,1,1
Avaloq,0,0,1,1
Axivion,0,1,0,1
RHEL 7/8/9,1,0,0,1
RHEL 7–10,1,0,0,1
Axure RP,0,1,0,1
RHEL sat,1,0,0,1
RHSSO,1,0,0,1
RIMS (Regulatory Information Management Systems),1,0,0,1
Axway API Gateway solution,1,0,0,1
Azure (AppService,1,0,0,1
Azure (or AWS or GCP),1,0,0,1
ROBOT ABB,0,1,0,1
ROBOT DEVOPS,0,1,0,1
ROBOT PLC,0,1,0,1
ROS,1,0,0,1
Azure - AppService,1,0,0,1
ROS 2,0,1,0,1
ROS/ROS 2,0,1,0,1
ROS/ROS2,0,1,0,1
Azure AI,1,0,0,1
Azure AI Stack,1,0,0,1
RPA solutions using UiPath,0,1,0,1
Azure AI tools,1,0,0,1
RPM packaging,1,0,0,1
Azure API Management (policies,0,1,0,1
Azure ARM Templates,1,0,0,1
RTP,1,0,0,1
RUBY,0,1,0,1
Rabbit MQ),1,0,0,1
Azure App Services,0,0,1,1
RabbitMQ / Kafka,1,0,0,1
RabbitMQ or Aurora DB,0,0,1,1
Azure App Services and Azure Functions,0,1,0,1
RabbitMq,1,0,0,1
Azure App proxy/AZURE AD,1,0,0,1
Radix UI components,1,0,0,1
Railway,1,0,0,1
Azure Cloud (Databricks,1,0,0,1
Azure Cosmos DB,1,0,0,1
Rapid7,1,0,0,1
Rasa,1,0,0,1
Azure Data Factory (ADF),0,1,0,1
ReSharper,1,0,0,1
Azure Data Lake Storage (ADLS),0,1,0,1
Azure Data Services,1,0,0,1
React + Typescript,1,0,0,1
React Admin,1,0,0,1
Azure DataLake,0,1,0,1
Azure DevOps & GitHub Enterprise,1,0,0,1
React Native CLI,1,0,0,1
Azure DevOps (Backlog,1,0,0,1
React Native: Basic,1,0,0,1
Azure DevOps (Boards,1,0,0,1
Azure DevOps / Jira,1,0,0,1
ReactJS,1,0,0,1
Ready API,1,0,0,1
Azure DevOps CI/CD,0,1,0,1
Azure DevOps Pipelines,0,1,0,1
Azure DevOps Pipelines or GitHub Actions (YAML),1,0,0,1
Red Hat Linux,0,0,1,1
Azure DevOps/GitHub Actions,1,0,0,1
Azure Entra ID,1,0,0,1
Azure EntraID,1,0,0,1
RedHat OpenShift platformy,1,0,0,1
RedHat Satellite,1,0,0,1
RedHawk,1,0,0,1
RedJade,0,1,0,1
Redhat,1,0,0,1
Azure Event Grid,0,1,0,1
Redis (cache,1,0,0,1
Redis caching & in-memory data stores,1,0,0,1
Redis),0,1,0,1
Azure Event Hubs,1,0,0,1
Redmine/Mantis,1,0,0,1
Azure Logic Apps,1,0,0,1
Redshift Console,0,1,0,1
Azure ML,0,1,0,1
Redux / Redux Toolkit,1,0,0,1
Azure Maps,1,0,0,1
Azure Monitor,1,0,0,1
Redux-toolkit,1,0,0,1
Relational & NoSQL databases,1,0,0,1
Relational database,1,0,0,1
Relational databases,1,0,0,1
Remedy,1,0,0,1
Remote Config,0,0,1,1
Renovate,1,0,0,1
Report Builder,1,0,0,1
Azure OpenAI),1,0,0,1
ReqIF,1,0,0,1
Request,1,0,0,1
Rest APIs,1,0,0,1
Rest Assured,1,0,0,1
Rest MVC,0,1,0,1
Azure Policy,1,0,0,1
Rest-Assured,0,1,0,1
Azure SQL Database...),1,0,0,1
Retail as a Service (RaaS); Salesforce Service Cloud,1,0,0,1
Azure SQL Database/instance (PaaS),0,1,0,1
Retrofit,1,0,0,1
Roblox Studio,1,0,0,1
Azure Virtual,1,0,0,1
Robot framework,1,0,0,1
Robotframework,0,1,0,1
Rockwell Automation,1,0,0,1
Rockwell FactoryTalk,0,0,1,1
Rockwell platforms,1,0,0,1
Route53,1,0,0,1
Routre / Firewally: Zyxel,1,0,0,1
Azure administration,1,0,0,1
Rubrik,1,0,0,1
Rubrik backup solutions,1,0,0,1
Ruby,1,0,0,1
Azure analytics suite,1,0,0,1
RudderStack,1,0,0,1
Run:AI,1,0,0,1
Run:ai,0,1,0,1
Runner,1,0,0,1
Runway Gen-3,1,0,0,1
Azure cloud,1,0,0,1
Azure cloud environment,0,0,1,1
S/4 Hana,0,0,1,1
Azure container app,1,0,0,1
S/4HANA Private Cloud,1,0,0,1
S/4HANA Public Cloud,0,1,0,1
Azure data services,1,0,0,1
S2D,1,0,0,1
Azure devops,1,0,0,1
S4 HANA,1,0,0,1
S4/HANA,0,1,0,1
Azure function,1,0,0,1
S4Hana,1,0,0,1
SAC),1,0,0,1
Azure service bus,1,0,0,1
SAFe / Agile at scale experience,0,1,0,1
SAN and NAS storage administration,1,0,0,1
Azure services (Entra ID,0,1,0,1
SAP (P03,1,0,0,1
SAP (WE02,1,0,0,1
SAP (optional),1,0,0,1
SAP / ERP systems,1,0,0,1
Azure services (Logic Apps,0,0,1,1
Azure storage,1,0,0,1
Azure),1,0,0,1
SAP ABAP ANALYTICS,0,1,0,1
Azure/AWS,1,0,0,1
B&R,1,0,0,1
BACKEND ANALYTICS,0,1,0,1
BACKEND API,0,1,0,1
BACKEND SPRING KOTLIN DATABASES CLOUD ACCESS JAVA SQL NOSQL AWS DEVOPS,0,1,0,1
SAP AM,1,0,0,1
SAP ANALYTICS,0,1,0,1
BACKEND TESTING C,0,1,0,1
BACKEND TESTING SECURITY,0,1,0,1
BACKUP ACCESS,0,1,0,1
BACKUP IT SUPPORT,0,1,0,1
SAP ARIBA,0,1,0,1
BACKUP SECURITY TESTING ISO NETWORK CLOUD DEVOPS INCIDENT MANAGEMENT,0,1,0,1
SAP Activate,0,1,0,1
SAP Analytic Cloud,0,1,0,1
BAMBOO,0,1,0,1
BAPI,1,0,0,1
SAP Analytics tools (e.g.,1,0,0,1
SAP Archivierungsszenarien,1,0,0,1
BAPIs,1,0,0,1
SAP Ariba SCC,1,0,0,1
SAP Asset Performance Management (APM),0,1,0,1
SAP BACKEND,0,1,0,1
SAP BI ANALYTICS,0,1,0,1
SAP BO,1,0,0,1
SAP BO Data Services,1,0,0,1
SAP BO Information Design Tool,1,0,0,1
SAP BO Web Intelligence,1,0,0,1
BCM,1,0,0,1
SAP BTP BAS,1,0,0,1
SAP BTP Integration Suite,0,1,0,1
BDS,1,0,0,1
BFD,1,0,0,1
SAP BW tools,1,0,0,1
BGP routing protocol,1,0,0,1
SAP BW/BI,0,0,1,1
BI BACKEND,0,1,0,1
BI CHANGE MANAGEMENT,0,1,0,1
SAP Build Apps,1,0,0,1
SAP Build Process Automation,1,0,0,1
SAP Build Workzone,1,0,0,1
BI COGNOS POWER BI,0,1,0,1
BI DATABASE,0,1,0,1
SAP Business Data Cloud (BDC),0,1,0,1
BI TABLEAU POWER BI,0,1,0,1
BI TESTING,0,1,0,1
BI UAT,0,1,0,1
SAP Business Warehouse (BW),0,1,0,1
SAP Business Workflow,1,0,0,1
BI tools (AWS QuickSight,1,0,0,1
SAP BusinessObjects,1,0,0,1
SAP CAP,0,1,0,1
SAP CI,0,1,0,1
BLE,1,0,0,1
BMC Helix/Remedy,0,1,0,1
SAP CLOUD @SAP. SECURITY ANALYTICS DATA MANAGEMENT,0,1,0,1
SAP CLOUD ABAP @SAP. PROJECT MANAGEMENT,0,1,0,1
SAP CLOUD ABAP JAVA JAVASCRIPT @SAP. AGILE PROJECT MANAGEMENT PMI,0,1,0,1
SAP CLOUD API,0,1,0,1
SAP CLOUD API @SAP,0,1,0,1
BNS,1,0,0,1
SAP CLOUD LINUX @SAP. PROJECT MANAGEMENT AGILE,0,1,0,1
SAP CLOUD MIDDLEWARE,0,1,0,1
SAP CLOUD NETWORK,0,1,0,1
SAP CLOUD NETWORK @SAP. SERVICE MANAGEMENT,0,1,0,1
BPMN (minimálne schopnosť orientovať sa v BPM a iných UML diagramoch),1,0,0,1
SAP CO and MM modules,1,0,0,1
SAP CO module,1,0,0,1
BPMN 3.0,1,0,0,1
SAP CPQ,0,0,1,1
BPMN eszközök (DrawIO,0,1,0,1
SAP CRM CHANGE MANAGEMENT,0,1,0,1
SAP CX,0,1,0,1
BPMN2.0,0,1,0,1
BRMS,1,0,0,1
SAP Cloud Integration,0,1,0,1
BRS,0,1,0,1
BURP SUITE PRO,0,1,0,1
SAP Cloud Platform Integration (CPI),0,1,0,1
BW on HANA,0,0,1,1
SAP Concur,0,1,0,1
SAP Controlling (CO),1,0,0,1
SAP Customer Relationship Management (CRM),1,0,0,1
SAP DATABASE PROJECT MANAGEMENT CHANGE MANAGEMENT,0,1,0,1
SAP DEVOPS,0,1,0,1
BW/4 HANA,0,0,1,1
SAP Data Intelligence,0,1,0,1
BW/4HANA,1,0,0,1
Backstage,1,0,0,1
SAP Datasphere (DSP),0,1,0,1
SAP Dynamic Forms,0,1,0,1
Backup & Storage systémy (Veeam,1,0,0,1
SAP ECC 6.0,0,1,0,1
SAP ECC ERP,1,0,0,1
SAP ECC System,1,0,0,1
SAP ECC or S/4HANA,1,0,0,1
SAP ENTERPRISE ARCHITECT,0,1,0,1
Backup (Veeam),1,0,0,1
SAP ERP System,0,1,0,1
Baramundi,0,0,1,1
SAP ERP/S/4HANA,1,0,0,1
Base Command Manager,0,1,0,1
Bash Scripting,1,0,0,1
SAP Enterprise Asset Management (EAM),0,1,0,1
Beckhoff PLC programs,0,1,0,1
BeeGFS,0,1,0,1
BeeGFS),0,1,0,1
SAP FI-AR module,1,0,0,1
SAP FI-CO,0,1,0,1
Behave,0,0,1,1
SAP FI/CO modules,1,0,0,1
Bentley,1,0,0,1
SAP FS-RI,0,1,0,1
Bentley (Microstation),1,0,0,1
SAP Fiori Elements,0,1,0,1
Beyond Compare,1,0,0,1
SAP Focused Run (FRUN),1,0,0,1
BeyondCompare),1,0,0,1
Big Data,0,1,0,1
Big Data manipulation tools,1,0,0,1
BigLake,1,0,0,1
SAP HANA DB,1,0,0,1
SAP HANA databases,0,1,0,1
BigPanda,1,0,0,1
SAP HR,1,0,0,1
SAP Hana Cloud,0,1,0,1
SAP IBP,0,0,1,1
SAP IDEX-AT,1,0,0,1
SAP ILM,1,0,0,1
Billing,1,0,0,1
SAP IS-U DM,1,0,0,1
SAP ISU,1,0,0,1
Bind,1,0,0,1
Bird,1,0,0,1
BitSight,1,0,0,1
Bitdefender,1,0,0,1
BlackLine,1,0,0,1
SAP MDG,0,1,0,1
Blackduck,1,0,0,1
SAP MDG-M (Master Data Governance for Materials),1,0,0,1
SAP MIDDLEWARE NETWORK TEST MANAGEMENT BPMN,0,1,0,1
Blockchain,0,1,0,1
SAP MM (MDG),1,0,0,1
SAP MM standard processes,0,1,0,1
Bloomreach (Exponea),1,0,0,1
Bloomreach Engagement (Exponea),1,0,0,1
SAP Middleware,0,1,0,1
Bluebeam,0,1,0,1
Boomi,0,0,1,1
Boost,1,0,0,1
SAP Netweaver,0,1,0,1
Bot detection,1,0,0,1
SAP PM modul,0,0,1,1
Braze,1,0,0,1
Bref.sh (serverless),1,0,0,1
BrightSign,1,0,0,1
Broadcom Spectrum,1,0,0,1
SAP Production Planning (PP),1,0,0,1
Brocade SAN,1,0,0,1
Browser automation,1,0,0,1
SAP R ERP CRM,0,1,0,1
SAP R ERP CRM AGILE PROJECT MANAGEMENT,0,1,0,1
BrowserStack device-farm,0,1,0,1
SAP R/3 (and ideally SAP S/4HANA),0,1,0,1
SAP R/3 aplikácie,1,0,0,1
SAP RAP,0,1,0,1
Brwoserstack,0,1,0,1
SAP S/4,1,0,0,1
Build Tools (AzureDevOps),1,0,0,1
Buildroot/Yocto,0,1,0,1
SAP S/4HANA (Public Cloud),0,1,0,1
Bun,0,1,0,1
SAP S/4HANA EWM,0,1,0,1
SAP S/4HANA Embedded Analytics,0,1,0,1
Burp/ZAP,1,0,0,1
BurpSuite,0,1,0,1
Business Automation Workflow (BAW) / BPM,1,0,0,1
SAP S/4HANA backend,0,1,0,1
SAP S/4HANA backend and data model (e.g.,0,1,0,1
Business Central (Navision),0,0,1,1
SAP S4/HANA,0,0,1,1
SAP S4Hana,1,0,0,1
SAP S4Hana - Advanced,1,0,0,1
Business Intelligence nástroj,1,0,0,1
SAP SD modules,1,0,0,1
SAP SD modules (Order Management,1,0,0,1
Business Objects,0,0,1,1
Business Objects (BOR),1,0,0,1
SAP SECURITY NETWORK CLOUD LINUX,0,1,0,1
SAP SF Recruiting modules,0,0,1,1
C GIT CI,0,1,0,1
C NETWORK API BACKEND TESTING ANALYTICS XCODE CLOUD ACCESS DEBUGGING REST,0,1,0,1
C SECURITY,0,1,0,1
SAP Sales and Distribution (SD) - Advanced,1,0,0,1
C and C++,0,0,1,1
SAP Script,0,1,0,1
SAP Service and Asset Manager,0,1,0,1
C#/.NET (.net Framework 4+,1,0,0,1
SAP Solution Manager,1,0,0,1
C++23,1,0,0,1
C-Monitor,1,0,0,1
SAP SuccessFactors cloud solution environment,0,1,0,1
C-Sharp,1,0,0,1
CA Service Desk Manager,1,0,0,1
SAP Systems,0,1,0,1
SAP TESTING,0,1,0,1
CAD,0,1,0,1
SAP TROUBLESHOOTING,0,1,0,1
CAD szoftver (pl. Inventor),0,0,1,1
CAD-ek,0,0,1,1
CANopen,0,1,0,1
CAP,1,0,0,1
SAP Workflow,1,0,0,1
SAP administration,1,0,0,1
SAP eWM,0,1,0,1
SAP eWM/WM,0,1,0,1
SAP modulov (SD/MM),1,0,0,1
SAP systems,1,0,0,1
CAP (Cloud Application Programming Model),1,0,0,1
SAP-PM,0,1,0,1
SAP-Systemen (z.B. S/4HANA,0,0,1,1
SAP/ERP deployment within GXP and SOX compliant systems,1,0,0,1
CARLA,0,1,0,1
SAS,1,0,0,1
SAS Data Miner,1,0,0,1
SAS Guide,0,1,0,1
SAS Management Console (SMC),1,0,0,1
CCTV,1,0,0,1
CDE,1,0,0,1
SAST,1,0,0,1
SBC & PABX,1,0,0,1
SBC & PABX systems,1,0,0,1
SCA,1,0,0,1
CDF),0,1,0,1
SCADA AUTOMATIZÁLÁS,0,1,0,1
SCADA SW,1,0,0,1
SCADA systems,1,0,0,1
CDK),1,0,0,1
SCAPE,0,1,0,1
CDS,0,0,1,1
SCCM software,0,0,1,1
SCM Modulen and Lösungen (MM,0,0,1,1
SCPI,0,1,0,1
SCRM,0,1,0,1
CES,1,0,0,1
SCRUM KANBAN,0,1,0,1
CFD Modeling,0,1,0,1
SCRUM),0,0,1,1
CHANGE MANAGEMENT PROJECT MANAGEMENT,0,1,0,1
SCUM,0,1,0,1
CI / CD automation,0,1,0,1
SDL Studio or other translation supporting software,0,1,0,1
SE80/SE11,0,1,0,1
CI C,0,1,0,1
CI REGRESSION TESTING,0,1,0,1
CI TEST AUTOMATION,0,1,0,1
SECURITY ACCESS AGILE,0,1,0,1
CI tools (GitHub Actions,0,1,0,1
SECURITY BACKEND,0,1,0,1
SECURITY CLOUD,0,1,0,1
SECURITY DEVOPS ACCESS REST,0,1,0,1
CI/CD (Docker,1,0,0,1
SECURITY FIREWALL NETWORK SECURITY‑ CHANGE MANAGEMENT,0,1,0,1
SECURITY HARDWARE,0,1,0,1
SECURITY HARDWARE TESTING,0,1,0,1
SECURITY HARDWARE VIRTUALIZATION,0,1,0,1
SECURITY HÁLÓZATI ISMERETEK,0,1,0,1
SECURITY ISO,0,1,0,1
SECURITY ISO ITIL ANALYTICS,0,1,0,1
SECURITY ISO NETWORK ACCESS,0,1,0,1
SECURITY MACHINE LEARNING,0,1,0,1
SECURITY MACHINE LEARNING AGILE ACCESS,0,1,0,1
SECURITY NODE.JS API TESTING JAVASCRIPT REACT,0,1,0,1
SECURITY TEST AUTOMATION,0,1,0,1
SECURITY TEST MANAGEMENT,0,1,0,1
CI/CD (GitHub Actions),1,0,0,1
SECURITY TROUBLESHOOTING,0,1,0,1
SECURITY WORD,0,1,0,1
SECURITY. MACHINE LEARNING,0,1,0,1
SECURITY. TESTING,0,1,0,1
CI/CD (GitLab),1,0,0,1
SELENIUM DEVOPS HARDWARE SECURITY ROBOT AZURE ISO TEST AUTOMATION CYPRESS CUCUMBER,0,1,0,1
CI/CD (e.g. GitHub Actions),0,1,0,1
SEO tools (Ahrefs etc.),1,0,0,1
CI/CD Pipeline automation - Airflow,1,0,0,1
CI/CD basics,1,0,0,1
CI/CD concept,1,0,0,1
SFTP protocols,1,0,0,1
SGE,1,0,0,1
CI/CD eszközök (pl. GitLab CI,0,1,0,1
CI/CD eszközök (pl.: SonarQube,0,1,0,1
SIEM - certifikáty výhodou (napr. Splunk,1,0,0,1
SIEM / log management (Microsoft Sentinel,1,0,0,1
SIEM/SOAR,1,0,0,1
SIEMENS,1,0,0,1
SIEMENS PLC,0,1,0,1
SIEM– SERVICE MANAGEMENT SIEM,0,1,0,1
SIMATIC S7-1200 / 1500 ecosystems,0,1,0,1
CI/CD folyamatok,0,1,0,1
SIP,1,0,0,1
CI/CD gyakorlat,0,1,0,1
SKV,1,0,0,1
CI/CD nástroje (Jenkins,1,0,0,1
CI/CD nástroji (Azure DevOps,1,0,0,1
CI/CD pipeline (GitHub Actions),1,0,0,1
SNOW,1,0,0,1
CI/CD pipeline-ok,0,1,0,1
SNP Datafridge,1,0,0,1
SNP Outboard,1,0,0,1
CI/CD pipelines (GitLab preferred),1,0,0,1
SOA,0,1,0,1
CI/CD pipelines in Azure DevOps,0,1,0,1
CI/CD practices,1,0,0,1
CI/CD solutions - Github,1,0,0,1
CI/CD systems,0,1,0,1
SOAP integrations,1,0,0,1
SOAP) API design and implementation,1,0,0,1
SOAP/REST,1,0,0,1
CI/CD tools (GitLab CI,1,0,0,1
CI/CD tools (Jenkins,1,0,0,1
CI/CD within GitHub Actions,1,0,0,1
SOC,1,0,0,1
CI/CD workflow,1,0,0,1
SOLID,1,0,0,1
SOLID principles,1,0,0,1
SOLR,0,1,0,1
SOX,0,1,0,1
CI/CD workflows,0,1,0,1
SPHINX,0,1,0,1
CI/CD: GitLab CI / Jenkins,1,0,0,1
SPIN,1,0,0,1
CISA,0,1,0,1
CISCO eszközök,0,0,1,1
CISM,0,1,0,1
CISSP,0,1,0,1
SQL (MariaDB),1,0,0,1
SQL (PostgreSQL,1,0,0,1
SQL (PostgreSql),1,0,0,1
SQL (oracle + h2),1,0,0,1
SQL / DB (validácia dát,1,0,0,1
SQL / MSSQL,1,0,0,1
SQL ANALYTICS,0,1,0,1
SQL DATABASES,0,1,0,1
SQL DB,1,0,0,1
SQL Database,1,0,0,1
SQL Database),1,0,0,1
SQL Databases (Entity Framework,1,0,0,1
CLEARCASE,0,1,0,1
SQL POSTGRESQL,0,1,0,1
CLOOS,1,0,0,1
CLOUD AGILIS,0,1,0,1
SQL Server Integration Services (SSIS),0,1,0,1
CLOUD API ANALYTICS,0,1,0,1
SQL Server Reporting Services (SSRS),0,1,0,1
SQL and NoSQL (PostgreSQL,1,0,0,1
SQL and/or NoSQL databases,1,0,0,1
SQL database,1,0,0,1
SQL database design,0,1,0,1
CLOUD API SAP @SAP,0,1,0,1
CLOUD AZURE,0,1,0,1
SQL or NoSQL,1,0,0,1
SQL tools,1,0,0,1
SQL vagy NoSQL adatbázis-kezelési ismeretek,0,1,0,1
SQL with Oracle databases,1,0,0,1
SQL/API testing,1,0,0,1
SQL/Alteryx,0,1,0,1
CLOUD AZURE ANALYTICS TESTING API SPARK,0,1,0,1
CLOUD BI,0,1,0,1
SQL/PL MS Office,1,0,0,1
SQL/PL-SQL,1,0,0,1
SQL/PL/SQL,1,0,0,1
CLOUD CRM,0,1,0,1
CLOUD DOCKER ACCESS DEVOPS CI,0,1,0,1
SQLAlchemy 2.0,1,0,0,1
SQLITE,1,0,0,1
SQLPlus,1,0,0,1
CLOUD EXCEL,0,1,0,1
CLOUD IT SUPPORT,0,1,0,1
CLOUD NETWORK,0,1,0,1
SQuirreL SQL,1,0,0,1
SRM,0,1,0,1
SRS,0,1,0,1
CLOUD NETWORK ANALYTICS,0,1,0,1
SSAS),1,0,0,1
SSD,0,1,0,1
CLOUD POSTGRESQL,0,1,0,1
CLOUD POWERBI,0,1,0,1
CLOUD SAP,0,1,0,1
SSO and MFA,1,0,0,1
SSR,0,1,0,1
SSRS,1,0,0,1
STEP7,1,0,0,1
STM development kits,1,0,0,1
STM32CubeIDE,1,0,0,1
STS,1,0,0,1
SUM,1,0,0,1
CLOUD SAP AWS AZURE VIRTUALIZATION HARDWARE @SAP,0,1,0,1
CLOUD SECURITY AGILE,0,1,0,1
CLOUD SECURITY ISO,0,1,0,1
SWPM,1,0,0,1
SYCL,0,1,0,1
SaaS,0,1,0,1
SaaS applications,0,0,1,1
Safety / Pharmacovigilance systems,1,0,0,1
CLOUD SECURITY ORACLE,0,1,0,1
CLOUD TABLEAU POWER BI NETWORK ERP SAP,0,1,0,1
CLOUD VUE,0,1,0,1
Sales Cloud,0,1,0,1
CLOUD WATCH,0,1,0,1
CLion,1,0,0,1
CMS (PrestaShop,1,0,0,1
Salesforce CRM platform,1,0,0,1
CMS Builder,1,0,0,1
Salesforce DX,0,1,0,1
Salesforce Data Cloud,1,0,0,1
Salesforce Health Cloud,0,1,0,1
CMS ERP system,1,0,0,1
CMS PROJECT MANAGEMENT,0,1,0,1
Salesforce Marketing Cloud (ExactTarget),0,1,0,1
CMS platform,1,0,0,1
Salesforce customizations,0,1,0,1
Salesforce platform (Sales Cloud,0,1,0,1
CMS software for Digital Signage,1,0,0,1
CMS univerzity,1,0,0,1
CMake),0,1,0,1
CNAPP,0,1,0,1
CNC machines,1,0,0,1
COBOL RPG SQL REXX,1,0,0,1
Samsung,0,1,0,1
CODAS,0,1,0,1
SassLint,1,0,0,1
COM,1,0,0,1
Schema ST4,1,0,0,1
COMOS,0,1,0,1
COPA,1,0,0,1
CPI,0,1,0,1
CPPUnit framework,0,1,0,1
Scrum Master,0,1,0,1
Scrum and SAFe,0,1,0,1
Scrum method,1,0,0,1
Scrum methodologies,1,0,0,1
Scrum or Kanban,1,0,0,1
Scrum team,0,1,0,1
ScrumBan,0,1,0,1
CPT,1,0,0,1
Seaborn,1,0,0,1
Sealed Secrets,1,0,0,1
Search engine optimization (SEO),1,0,0,1
CRISC,0,1,0,1
Secure File Transfer Protocol (SFTP),1,0,0,1
CRM & SRM systems,0,1,0,1
CRM API,0,1,0,1
Security – identity management,1,0,0,1
CRM CLOUD,0,1,0,1
Segment Routing (SR and SRv6),1,0,0,1
Selenide,1,0,0,1
CRM DYNAMICS,0,1,0,1
CRM rendszerek,0,1,0,1
Selenium),1,0,0,1
