job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,job_title,location,salary_range,work_schedule,responsibilities,requirements,benefits,contact,salary,application_link,company_name,job_description
1859889,Lead System Administrator (Linux),HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/lead-system-administrator-linux-1859889,2026-03-11,2026-03-25,True,,,English: C1,Bachelor,Python,"Ansible, Oracle databases and application servers, ISO standards",On-site with home office,Full-time,5+ years,,,,,,,,,,,,
1860079,Lead Security Engineer (w/m/d),Laendle,https://www.cvonline.hu/hu/allas/lead-security-engineer-w-m-d-1860079,2026-03-11,2026-03-25,True,Feldkirch,,"English: B2, Deutsch: B1","Abgeschlossene technische Ausbildung (HTL, FH oder Universität)","C++, Java, JavaScript, Rust",,Hybrid,Half-time,5+ years,,,,,,,,,,,,
1859890,Linux System Administrator,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/linux-system-administrator-1859890,2026-03-11,2026-03-25,True,Budapest,,English: B2,,,,Hybrid,Full-time,5+ years,,,,,,,,,,,,
1860024,Montageleiter für Pharmaanlagen (w/m/x),Vienna,https://www.cvonline.hu/hu/allas/montageleiter-fur-pharmaanlagen-w-m-x-1860024,2026-03-11,2026-03-17,False,,,,,,,,,,Montageleiter für Pharmaanlagen,"Wien, Niederösterreich, Burgenland, Steiermark, Oberösterreich",,,,,,,4.000 € Vollzeit (ab 38 Wochenstunden),[Kattintson a weboldal linkjének megjelenítéséhez] Jetzt bewerben,Cornelia Wolfthaler Recruiting Partner | Engineering,
1859891,Network Administrator,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/network-administrator-1859891,2026-03-11,2026-03-25,True,,,English: B2,Bachelor,,"Fortinet hálózati és biztonsági eszközök (FortiGate, FortiManager, FortiAnalyzer), HP Aruba technológiák, Cisco technológiák",On-site with home office,Full-time,5+ years,,,,,,,,,,,,
1860029,Businesskundenbetreuer in der Telekommunikation,Vienna,https://www.cvonline.hu/hu/allas/businesskundenbetreuer-der-telekommunikation-1860029,2026-03-11,2026-03-25,True,Wien (Zentrumnähe),"32.894,26 Euro p.a. (Basis 38,5 Wochenstunden) zuzüglich großzügige Prämien und Provisionen","Deutsch: Perfekt, Englisch: Good (in Word and Writing)",,,MS-Office,Hybrid,Full-time,1-3 years,,,,,,,,,,,,
1859897,Operational Readiness Manager,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/operational-readiness-manager-1859897,2026-03-11,2026-03-25,True,,,,4 Year Degree,,"ERP, CRM, NetSuite, Salesforce",On-site with home office,Full-time,5+ years,,,,,,,,,,,,
1860081,Bereichsleiter Hardware Entwicklung (w/m/d),Laendle,https://www.cvonline.hu/hu/allas/bereichsleiter-hardware-entwicklung-w-m-d-1860081,2026-03-11,2026-03-25,True,Feldkirch,,"German: C1, English: B2","Bachelor, Master",,,On-site,Full-time,5+ years,,,,,,,,,,,,
1859715,MEDIOR FULL STACK FEJLESZTŐ (HOME OFFICE),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/medior-full-stack-fejleszto-home-office-1859715,2026-03-11,2026-03-25,True,,900 000 – 1 200 000 Ft gross/month,,,"JavaScript, TypeScript","React, Next.js, API development experience, SQL and database usage, Data modeling experience, Git usage",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1859517,Junior BI Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/junior-bi-developer-1859517,2026-03-11,2026-03-25,True,Budapest,,English: B2,,"Power BI, Power Automate, MS Excel","Power BI, Power Automate, MS Excel",Hybrid,Full-time,1-3 years,,,,,,,,,,,,
1859892,IT Security Expert,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/it-security-expert-1859892,2026-03-11,2026-03-25,True,,1500 EUR gross/month,,Bachelor,,,,Full-time,3-5 years,,,,,,,,,,,,
1859767,IT-Mitarbeiter im Löwen Hotel Montafon (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-mitarbeiter-im-lowen-hotel-montafon-m-w-d-1859767,2026-03-11,2026-03-25,True,,,"German: C1, English: B2",Bachelor,,"Microsoft 365, Fidelio Suite8, Oracle Simphony, Salto ProAccess Space, Geutebrück G-Core, Easreserve",,Full-time,3-5 years,,,,,,,,,,,,
1859895,CRM IT Consultant,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/crm-it-consultant-1859895,2026-03-11,2026-03-25,True,,,English: C1,,,"CRM/ERP expertise, Master Data Management knowledge",Fully remote,Full-time,5+ years,,,,,,,,,,,,
1859723,IT SUPPORT SPECIALIST - NÉMET NYELVŰ (JR/MDR/SR),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/it-support-specialist-nemet-nyelvu-jr-mdr-sr-1859723,2026-03-11,2026-03-25,True,"Budapest, VIII. kerület",,German: C1,,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861145,SAP Subject Matter Expert (3835),HumanField Vezető- és Specialistakiválasztó Kft.,https://www.cvonline.hu/hu/allas/sap-subject-matter-expert-3835-1861145,2026-03-13,2026-03-13,False,,,Magabiztos angol nyelvtudás,,,"SAP ERP, SAP HANA, SAP S/4 HANA, SAP Fiori, Technical Support",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1861144,SAP Subject Matter Expert (3835),HumanField Vezető- és Specialistakiválasztó Kft.,https://www.cvonline.hu/hu/allas/sap-subject-matter-expert-3835-1861144,2026-03-13,2026-03-13,False,,,Magabiztos angol nyelvtudás,,,"SAP ERP, SAP HANA, SAP S/4 HANA, SAP Fiori, Technical Support",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1861071,Application Engineer für digitale Lösungen in der Fertigung (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/application-engineer-fur-digitale-losungen-der-fertigung-m-w-d-1861071,2026-03-13,2026-03-25,True,,,,Bachelor,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1860969,Rendszergazda,Szent Kristóf Szakrendelő Nonprofit Kft,https://www.cvonline.hu/hu/lite/allas/rendszergazda-1860969,2026-03-13,2026-03-25,True,Budapest,,,Bachelor,,,,Full-time,1-3 years,,,,,,,,,,,,
1860968,ERP - pénzügyi modul tanácsadó,Mihalek Vezetői Tanácsadó Kft.,https://www.cvonline.hu/hu/allas/erp-penzugyi-modul-tanacsado-1860968,2026-03-13,2026-03-25,True,Budapest,,English: B2,,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1860919,IT Infrastruktúra Üzemeltetési gyakornok,MFB Magyar Fejlesztési Bank Zrt.,https://www.cvonline.hu/hu/lite/allas/it-infrastruktura-uzemeltetesi-gyakornok-1860919,2026-03-13,2026-03-25,True,,,,Bachelor,,Excel,On-site with home office,Short-term,0-1 years,,,,,,,,,,,,
1861122,LEAD BACKEND DEVELOPER (Node.js),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/lead-backend-developer-nodejs-1861122,2026-03-13,2026-03-25,True,Budapest,,English: B2,,"Node.js, TypeScript","NestJS, GraphQL, Kubernetes, AWS, GCP, Azure, Docker, CI/CD, Async messaging, Event streaming, Microservice architecture, ORM, Relational databases",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1861086,Diákmunka - Test automation framework developer trainee,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-test-automation-framework-developer-trainee-1861086,2026-03-13,2026-03-25,True,Budapest,,English: B1,Bachelor,C#,"ASP.NET Core Web API, Selenium, UI Automation",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1860671,Mechatronik - Elektromaschinentechnik (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/mechatronik-elektromaschinentechnik-m-w-d-1860671,2026-03-13,2026-03-25,True,Wiener Neudorf,,English: B1,,,,Hybrid,Short-term,0-1 years,,,,,,,,,,,,
1860676,Lehrstelle Mechatronik- und Fertigungstechnik (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/lehrstelle-mechatronik-und-fertigungstechnik-m-w-d-1860676,2026-03-13,2026-03-25,True,,,,Positiver Pflichtschulabschluss und eine daraus folgende gute Allgemeinbildung,,,,,,,,,,,,,,,,,
1861072,Integration Specialist (m/w/d)*,Laendle,https://www.cvonline.hu/hu/allas/integration-specialist-m-w-d-1861072,2026-03-13,2026-03-25,True,Kennelbach,,"Deutsch: C1, Englisch: B2","Ausbildung im Bereich IT (Lehre, HTL, Studium o.Ä.) abgeschlossen oder vergleichbare Erfahrung",,Transport Management System (TMS) von Gebrüder Weiss,,Full-time,3-5 years,,,,,,,,,,,,
1860687,Java Developer (w/m/x),"{'name': 'Unbekannt (familiengeführtes Softwarehaus und Systemintegrator)', 'experience': 'mehr als 30 Jahre', 'industries': ['Energie', 'Umwelt', 'Verkehr', 'Industrie'], 'description': 'Entwickelt, konzipiert und betreut individuelle IT-Lösungen'}",https://www.cvonline.hu/hu/allas/java-developer-w-m-x-1860687,2026-03-13,2026-03-14,False,,,,,,,,,,Java Developer (w/m/x),Wien,"{'min': 3000, 'max': 5000, 'currency': '€'}",4 Tage in der Woche Vollzeit (ab 38 Wochenstunden),,"Berufserfahrung als Java Developer (Schwerpunkte: Spring, Hibernate, REST), DevOps-Kenntnisse (Maven, Git), Know-How zu OWASP und SAMM, Autonome Arbeitsweise und Leidenschaft für die Softwareentwicklung, Soziale, teamfähige und humorvolle Persönlichkeit, Sehr gute Deutschkenntnisse","Firmenevents, Flexible Arbeitszeiten, Gute Anbindung, Homeoffice Equipment, Kaffee & Tee, Kein Dresscode, Öffentliche Erreichbarkeit, Rabatte, Weiterbildungen","{'name': 'Nadine Hafner', 'title': 'Recruiting Partner IT', 'phone_number': '+43 1 523 82 07-340', 'link': '?utm_source=viennajobs.at&utm_medium=feed-xml'}",,[Kattintson a weboldal linkjének megjelenítéséhez],,"Entwicklung und Wartung von modernen, Microservice-basierten Java-Anwendungen, Betreuung des gesamten Produktlebenszyklus: Entwicklung, Security, Testing und Betrieb, Tech-Stack: Java, Spring, Hibernate, REST API, Kubernetes, Maven, Eng mit den Kunden zusammenarbeiten und Anforderungen umsetzen, Code Reviews zur Sicherstellung der Codequalität durchführen, Erstellen und Pflegen der technischen Dokumentation"
1860699,IT System Engineer Oracle & AIX,Laendle,https://www.cvonline.hu/hu/allas/it-system-engineer-oracle-aix-1860699,2026-03-13,2026-03-25,True,,,,Bachelor,"SQL, PL/SQL, Shell Scripting","Ansible Automation Platform, Oracle Enterprise Manager",,Full-time,3-5 years,,,,,,,,,,,,
1860590,Senior Data Engineer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-data-engineer-1860590,2026-03-13,2026-03-25,True,Budapest,,English: C1,,"SQL (Redshift-specific tuning), Monitoring tools (CloudWatch, Redshift Console), Version control and CI/CD, Data build tools for data transformation and model creation","GitHub Actions, JFrog",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1860551,INFORMATIKAI ASSZISZTENS,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/informatikai-asszisztens-1860551,2026-03-13,2026-03-25,True,Budaörs,,English: B2,Bachelor,,"MS Office, Windows, Excel, Word",On-site,Full-time,3-5 years,,,,,,,,,,,,
1860655,"Customer Technology Advisor - Mainframe (m,w,d)",Vienna,https://www.cvonline.hu/hu/allas/customer-technology-advisor-mainframe-mwd-1860655,2026-03-13,2026-03-25,True,,110000 EUR brutto/year + 20% Bonus,"German: C1, English: B2",,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1860491,Diákmunka - Szoftvertesztelő gyakornok,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-szoftvertesztelo-gyakornok-1860491,2026-03-13,2026-03-25,True,,2500 Ft/óra,"English: B1, German: Native",Bachelor,,Microsoft Office,,Short-term,0-1 years,,,,,,,,,,,,
1860587,IT Infrastructure Specialist,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/it-infrastructure-specialist-1860587,2026-03-13,2026-03-25,True,,,,Bachelor,,PowerShell,,Full-time,5+ years,,,,,,,,,,,,
1860470,Netzplaner:in Glasfasernetz (FTTH),Laendle,https://www.cvonline.hu/hu/allas/netzplanerin-glasfasernetz-ftth-1860470,2026-03-13,2026-03-25,True,,,German: C1,,,,,,3-5 years,,,,,,,,,,,,
1860586,IT Specialist,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/it-specialist-1860586,2026-03-13,2026-03-25,True,Modern gyártói környezet,,"English: B2, German: Upper-Intermediate",,,,On-site,Full-time,3-5 years,,,,,,,,,,,,
1860588,IT Support & Network Specialist,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/it-support-network-specialist-1860588,2026-03-13,2026-03-25,True,,,,,,"PowerShell, VMware, Veeam, Microsoft 365, Azure, Intune, Autopilot",On-site,Full-time,3-5 years,,,,,,,,,,,,
1860589,Senior Azure DevOps Engineer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-azure-devops-engineer-1860589,2026-03-13,2026-03-25,True,Budapest,,English: B2,,"Bash, Python (implicit through Ansible)","Azure, Docker, Jenkins, Terraform, Git, Kubernetes, Spinnaker, Grafana, CloudWatch, Kibana, PostgreSQL, RabbitMQ, Aurora DB, Ansible",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1861517,Solution Architect,MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/solution-architect-home-office-1861517,2026-03-14,2026-03-25,True,Budapest,,English: C1,Bachelor,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861516,Enterprise Architect,MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/enterprise-architect-home-office-1861516,2026-03-14,2026-03-25,True,,,English: B2,Bachelor,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861513,Data Streaming szervező,MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/data-streaming-szervezo-home-office-1861513,2026-03-14,2026-03-25,True,Budapest,,English: B2,Bachelor,"Java, Python, Kafka","Confluent Kafka, DevOps tools",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861509,Rendszerszervező - ITSM rendszerek,MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/rendszerszervezo-itsm-rendszerek-home-office-1861509,2026-03-14,2026-03-25,True,,,English: B2,Bachelor,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861507,Incidensmenedzser - Budapest,MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/incidensmenedzser-budapest-home-office-1861507,2026-03-14,2026-03-25,True,Budapest,,English: C1,,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861504,Arksys üzemeltető,MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/arksys-uzemelteto-home-office-1861504,2026-03-14,2026-03-25,True,,,English: C1,Bachelor,"RPG, CL, MQ V7R3, ILE RPG, OS/400 operációs rendszer (V7R4), SQL (DB2/400 SQL), Mimix","Arksys rendszer, AS/400 környezet",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861502,Oracle adatbázis üzemeltető,MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/oracle-adatbazis-uzemelteto-home-office-1861502,2026-03-14,2026-03-25,True,,,English: B2,,,"Oracle DB 11g - 19c, Real Application Cluster, Oracle Exadata Cloud@Customer, Oracle Enterprise Manager Cloud Control, RMAN, TCP/IP hálózat",Home-Office,,5+ years,,,,,,,,,,,,
1861500,Linux rendszergazda,MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/linux-rendszergazda-home-office-1861500,2026-03-14,2026-03-25,True,,,English: C1,Bachelor,"Python, Shell, Ansible","Red Hat Linux, Jira, Ansible Tower, IBM AIX, Oracle Solaris, VMware vCenter, Red Hat Ansible Automation Platform",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861497,Hálózatüzemeltetési mérnök,MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/halozatuzemeltetesi-mernok-home-office-1861497,2026-03-14,2026-03-25,True,,,English: B1,Bachelor,,,Home-Office,Full-time,5+ years,,,,,,,,,,,,
1861496,Hardver és virtualizációs platform üzemeltetési szakmai irányító,MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/hardver-es-virtualizacios-platform-uzemeltetesi-szakmai-iranyito-home-office-1861496,2026-03-14,2026-03-25,True,,,English: B2,Bachelor,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861495,Hardver és storage üzemeltető,MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/hardver-es-storage-uzemelteto-home-office-1861495,2026-03-14,2026-03-25,True,,,English: C1,Bachelor,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861493,Senior virtualizációs üzemeltető,MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/senior-virtualizacios-uzemelteto-home-office-1861493,2026-03-14,2026-03-25,True,,,English: B2,Bachelor,"PowerCLI, PowerShell","VMware, Microsoft Hyper-V, ITIL",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861491,Change és configuration menedzser,MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/change-es-configuration-menedzser-1861491,2026-03-14,2026-03-25,True,,,English: B2,,,,,Full-time,3-5 years,,,,,,,,,,,,
1861489,Cloud szakértő (AWS),MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/cloud-szakerto-aws-home-office-1861489,2026-03-14,2026-03-25,True,,,English: B2,,,"Terraform, Helm, ArgoCD, Gitlab, GitlabCI, EKS, AWS services (S3, ALB, NLB, TGW, Private CA, RDS, DocumentDB, Elasticache, Opensearch)",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861488,Observability mérnök,MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/observability-mernok-home-office-1861488,2026-03-14,2026-03-25,True,,,English: B1,,"Prometheus, Grafana, ELK, Dynatrace, Splunk, OpenTelemetry","Prometheus, Grafana, ELK, Dynatrace, Splunk, OpenTelemetry",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861484,Virtualizációs rendszermérnök,MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/virtualizacios-rendszermernok-home-office-1861484,2026-03-14,2026-03-25,True,Budapest,,English: C1,Bachelor,"PowerCLI, PowerShell","VMware, Microsoft Hyper-V, Virtualization infrastructure, ITIL methodology",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861483,Rendszerüzemeltető mérnök - mentési rendszerek,MBH Bank Nyrt.,https://www.cvonline.hu/hu/lite/allas/rendszeruzemelteto-mernok-mentesi-rendszerek-home-office-1861483,2026-03-14,2026-03-25,True,,,,,"PowerShell, Bash, Python","IBM Storage Protect (TSM), Microsoft Data Protection, Veeam Backup & Replication",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1861295,Építésvezető (Balatonfüred),HD Direkt,https://www.cvonline.hu/hu/lite/allas/epitesvezeto-balatonfured-1861295,2026-03-14,2026-03-25,True,BALATONFÜRED,,English: B1,Bachelor,,"CAD-ek, MS Office",On-site,Full-time,3-5 years,,,,,,,,,,,,
1861593,Business Analyst (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/business-analyst-m-w-d-1861593,2026-03-14,2026-03-25,True,,,English: B2,Bachelor,,,Hybrid,Full-time,1-3 years,,,,,,,,,,,,
1861610,Diákmunka -  AI Developer Trainee,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-ai-developer-trainee-1861610,2026-03-14,2026-03-25,True,XI. kerületi Infopark,,"English: B1, German: A2",Bachelor,Python,"LLM API (OpenAI / Azure OpenAI / Claude stb.), NLP techniques, OCR technologies",On-site with home office,Full-time,0-1 years,,,,,,,,,,,,
1861570,SENIOR iOS FEJLESZTŐ (Foundation terület),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/senior-ios-fejleszto-foundation-terulet-1861570,2026-03-14,2026-03-25,True,Budapest,,English: B2,,Swift,"Git, Jira, CocoaPods, Swift Package Manager, SwiftyMocky",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1861594,.NET Backend Developer (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/net-backend-developer-m-w-d-1861594,2026-03-14,2026-03-25,True,,,English: B2,,"C#, .NET, Java","AWS, Azure, DevOps, CI/CD",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1861225,Lehrling für den Beruf Mechatronik,Vienna,https://www.cvonline.hu/hu/allas/lehrling-fur-den-beruf-mechatronik-1861225,2026-03-14,2026-03-25,True,,,,High School with Diploma,,,,Short-term,,,,,,,,,,,,,
1861608,Diákmunka - AI Project Assistant,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-ai-project-assistant-1861608,2026-03-14,2026-03-25,True,XI. kerületi Infopark,,"English: B1, German: A2",Bachelor,Python,"LLM, PowerPoint, Word",On-site,Short-term,,,,,,,,,,,,,
1861270,IT INHOUSE CONSULTANT SAP EDI (M/W/D),Laendle,https://www.cvonline.hu/hu/allas/it-inhouse-consultant-sap-edi-m-w-d-1861270,2026-03-14,2026-03-25,True,Rankweil,,"German: C1, English: B2",Bachelor,,"Seeburger, Lobster, MuleSoft, Boomi, Sterling",On-site,Full-time,3-5 years,,,,,,,,,,,,
1861595,ERP Solution Architect (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/erp-solution-architect-m-w-d-1861595,2026-03-14,2026-03-25,True,,,"German: C1, English: B2",Bachelor,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1861268,"DevOps Engineer, 80-100% (w/m/x)",Laendle,https://www.cvonline.hu/hu/allas/devops-engineer-80-100-w-m-x-1861268,2026-03-14,2026-03-25,True,,,"English: B2, German: Intermediate (not required)",,"Bash, PowerShell, Ansible, Terraform, TypeScript, Python","GitLab, Azure DevOps, Docker",,Full-time,0-1 years,,,,,,,,,,,,
1861222,Lehrling Mechatronik - Fertigungstechnik (all genders),Vienna,https://www.cvonline.hu/hu/allas/lehrling-mechatronik-fertigungstechnik-all-genders-1861222,2026-03-14,2026-03-25,True,,,"German: C1, English: B2",,,,,,,,,,,,,,,,,,
1861269,Software- und Systemtechniker:in Energienetze,Laendle,https://www.cvonline.hu/hu/allas/software-und-systemtechnikerin-energienetze-1861269,2026-03-14,2026-03-25,True,,,,,,,,,,,,,,,,,,,,,
1861186,Dutch Speaking Technical Support Analyst,HSA Kft.,https://www.cvonline.hu/hu/allas/dutch-speaking-technical-support-analyst-1861186,2026-03-14,2026-03-25,True,Debrecen,,"Dutch: C1, English: B2",Higher education degree,,MS Office,,Full-time,3-5 years,,,,,,,,,,,,
1861185,Holland nyelvű Technical Support Analyst,HSA Kft.,https://www.cvonline.hu/hu/allas/holland-nyelvu-technical-support-analyst-1861185,2026-03-14,2026-03-25,True,Debrecen,,"Holland: C1, English: B2",,,MS Office,On-site,Full-time,3-5 years,,,,,,,,,,,,
1861215,IT Systemtechnik Lehrling (m/w/x),Vienna,https://www.cvonline.hu/hu/allas/it-systemtechnik-lehrling-m-w-x-1861215,2026-03-14,2026-03-25,True,Wien,,Deutsch: C1,"Abgeschlossene Pflichtschule (9. Klasse) oder eine abgebrochene Schulausbildung (AHS, BHS)",,,On-site,Full-time,,,,,,,,,,,,,
1860216,IT Service Desk Analyst-German and English,ALDI Magyarország Élelmiszer Bt.,https://www.cvonline.hu/hu/lite/allas/it-service-desk-analyst-german-and-english-1860216,2026-03-16,2026-03-25,True,,,"German: B2, English: C1",High School with Diploma,,,Home-Office,Full-time,0-1 years,,,,,,,,,,,,
1862359,Chief Product Owner (m/w/d) CRM,Vienna,https://www.cvonline.hu/hu/allas/chief-product-owner-m-w-d-crm-1862359,2026-03-16,2026-03-25,True,Wien,,"English: C1, Deutsch: B2","Bachelor, Master",,,Hybrid,Full-time,5+ years,,,,,,,,,,,,
1862271,3D Artist,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/3d-artist-1862271,2026-03-16,2026-03-25,True,,,English: B2,Bachelor,,"Maya, Blender, 3ds Max, ZBrush, Substance Painter/Designer, Unreal Engine",,Full-time,3-5 years,,,,,,,,,,,,
1862286,IT fejlesztőmérnök (Somogy megye),Hire-One Kft.,https://www.cvonline.hu/hu/allas/it-fejlesztomernok-somogy-megye-1862286,2026-03-16,2026-03-25,True,,,English: B2,Bachelor,"C#, .NET",MySQL,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1862324,Senior SAP Consultant (w/m/x),"Unbekannt, aber ein erfolgreiches IT-Beratungsunternehmen mit dem Schwerpunkt in der Handels- und Konsumgüterindustrie",https://www.cvonline.hu/hu/allas/senior-sap-consultant-w-m-x-1862324,2026-03-16,2026-03-25,True,,,,,,,,,,Senior SAP Consultant (w/m/x),"Salzburg, Oberösterreich, Wien","{'min': 3500, 'max': 6000, 'currency': '€', 'basis': 'Monat (auf Vollzeitbasis)'}",4 Tage in der Woche Vollzeit (ab 38 Wochenstunden),"Unterstützung und Begleitung von SAP-Projekten im Einzelhandelsbereich, Analyse, IT-/Geschäftsprozessberatung, Umsetzung, Erarbeitung effizienter Strukturen gemeinsam mit dem Kunden, Projekt- sowie Prozessmanagement","Abgeschlossene höhere Ausbildung (FH/Uni), Mehrjährige Berufserfahrung im SAP-Umfeld (idealerweise im Handelsbereich, Supply Chain Management oder Logistik) inkl. Customizing, Kenntnisse im Retail-Umfeld wünschenswert (Lieferantenmanagement, Contracting, ...), Ausgeprägtes Prozessverständnis sowie Kundenorientierung, Selbständige Arbeitsweise und Reisebereitschaft, Sehr gute Deutsch- und Englischkenntnisse","Firmenauto, welches auch privat genutzt werden kann, Workation-Möglichkeit (genießen Sie Ihren Urlaub 2 Wochen länger, indem Sie dort remote arbeiten), Unterstützung beim Eigenheimbau mit einem geringen Zinssatz, Individuelle Weiterbildungs- und Weiterentwicklungsmöglichkeiten in der SAP-Welt (HANA, SAP, Projektleitung), Abwechslungsreiche SAP-Projekte im internationalen Umfeld, Kollegiales und hochmotiviertes Team, Flexible Arbeitseinteilung mit Home-Office-Möglichkeit","{'recruiter_name': 'Monir Forster', 'recruiting_partner': 'Recruiting Partner IT', 'phone_number': '+43 732 61 12 21 -225'}",,,,
1862145,FULL STACK JAVA FEJLESZTŐ,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/full-stack-java-fejleszto-1862145,2026-03-16,2026-03-25,True,"Budapest, VIII. kerület",,English: B2,Bachelor,"Java, Python, Angular, SQL, AWS, Spring, Kubernetes, Docker","JUnit, Mockito, REST, SOAP API-k, SNS, SQS, Kafka",On-site,Full-time,5+ years,,,,,,,,,,,,
1862174,Group Leader IT Operations,Laendle,https://www.cvonline.hu/hu/allas/group-leader-it-operations-1862174,2026-03-16,2026-03-25,True,,,"German: C1, English: B2",,"MS Server, Azure, M365","Palo Alto, Cisco",,Full-time,3-5 years,,,,,,,,,,,,
1861974,Senior Techincal Solution Architect D365 (all gender),Laendle,https://www.cvonline.hu/hu/allas/senior-techincal-solution-architect-d365-all-gender-1861974,2026-03-16,2026-03-25,True,Hard,,"German: C1, English: B2",,,"Microsoft Dynamics 365 Finance & Operations, Lifecycle Services, Power Platform Admin Center, Azure, DevOps, Microsoft cloud technologies",Home-Office,Full-time,5+ years,,,,,,,,,,,,
1861972,Software Developer - Data & System Integration Solutions (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/software-developer-data-system-integration-solutions-m-w-d-1861972,2026-03-16,2026-03-25,True,,,,,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
